Identifier Name,FINAL GRAMMAR PATTERN,POSSE,SWUM,STANFORD,system,language
"ares,expand,name,for,response",PRE V N P N,V NM N P N,{'grpc.srcml.xml_identifiers'}
ios,N,N,{'jenkins.srcml.xml_identifiers'}
"label,op",NM N,NM N,{'antlr4.srcml.xml_identifiers'}
"label,pair",NM N,NM N,{'antlr4.srcml.xml_identifiers'}
"labels,file",NM N,NM N,{'corenlp.srcml.xml_identifiers'}
"learned,lop,expert,weights,2,d",NM NM NM NPL D N,NM NM NM NM NM N,{'corenlp.srcml.xml_identifiers'}
"led,color",NM N,NM N,{'Telegram.srcml.xml_identifiers'}
"lp,binary,path,name",PRE NM NM N,NM NM NM N,{'jenkins.srcml.xml_identifiers'}
"max,intermediate,cas",NM NM NPL,NM NM N,{'okhttp.srcml.xml_identifiers'}
"max,requests,per,host",NM NPL P N,NM NM NM N,{'okhttp.srcml.xml_identifiers'}
"media,chunk,index",NM NM N,NM NM N,{'Telegram.srcml.xml_identifiers'}
"method,name,prefixes",NM NM NPL,NM NM N,{'junit4.srcml.xml_identifiers'}
"min,fresh",NM N,NM N,{'okhttp.srcml.xml_identifiers'}
"min,fresh,seconds",NM NM NPL,NM NM N,{'okhttp.srcml.xml_identifiers'}
"mock,creation,settings",NM NM NPL,NM NM N,{'mockito.srcml.xml_identifiers'}
"named,writeables",NM NPL,NM N,{'elasticsearch.srcml.xml_identifiers'}
"new,field,type",NM NM N,NM NM N,{'elasticsearch.srcml.xml_identifiers'}
"new,files",NM NPL,NM N,{'corenlp.srcml.xml_identifiers'}
"new,verification,mode",NM NM N,NM NM N,{'mockito.srcml.xml_identifiers'}
"nullable,class",NM N,NM N,{'junit4.srcml.xml_identifiers'}
"num,keys",NM NPL,NM N,{'corenlp.srcml.xml_identifiers'}
"number,str",NM N,NM N,{'jenkins.srcml.xml_identifiers'}
"ordered,invocations",NM NPL,NM N,{'mockito.srcml.xml_identifiers'}
"original,set",NM N,NM N,{'elasticsearch.srcml.xml_identifiers'}
"outer,rule",NM N,NM N,{'junit4.srcml.xml_identifiers'}
"packet,sample,count",NM NM N,NM NM N,{'Telegram.srcml.xml_identifiers'}
"parameter,assignment",NM N,NM N,{'junit4.srcml.xml_identifiers'}
"parent,had,big,change",N V NM N,NM NM NM N,{'elasticsearch.srcml.xml_identifiers'}
"polling,log",NM N,NM N,{'jenkins.srcml.xml_identifiers'}
"pre,map",P N,NM N,{'corenlp.srcml.xml_identifiers'}
promises,NPL,N,{'okhttp.srcml.xml_identifiers'}
pronoun,N,N,{'corenlp.srcml.xml_identifiers'}
"property,interval,set",NM NM N,NM NM N,{'antlr4.srcml.xml_identifiers'}
"put,watch,request",NM NM N,NM NM N,{'elasticsearch.srcml.xml_identifiers'}
"query,timeout,in,ms",NM N P NPL,NM NM NM N,{'elasticsearch.srcml.xml_identifiers'}
"question,ast",NM N,NM N,{'antlr4.srcml.xml_identifiers'}
"reader,flags",NM NPL,NM N,{'mockito.srcml.xml_identifiers'}
"referee,set,map",NM NM N,NM NM N,{'jenkins.srcml.xml_identifiers'}
"refresh,metric",NM N,NM N,{'elasticsearch.srcml.xml_identifiers'}
"remote,cluster,names",NM NM NPL,NM NM N,{'elasticsearch.srcml.xml_identifiers'}
resume,V,N,{'Telegram.srcml.xml_identifiers'}
"retain,function",NM N,NM N,{'corenlp.srcml.xml_identifiers'}
"runner,factory",NM N,NM N,{'junit4.srcml.xml_identifiers'}
"search,profile,results",NM NM NPL,NM NM N,{'elasticsearch.srcml.xml_identifiers'}
"set,protocol,method",NM NM N,NM NM N,{'okhttp.srcml.xml_identifiers'}
"status,file",NM N,NM N,{'antlr4.srcml.xml_identifiers'}
"super,method",NM N,NM N,{'mockito.srcml.xml_identifiers'}
"supplier,class",NM N,NM N,{'junit4.srcml.xml_identifiers'}
"tex,id",NM N,NM N,{'openFrameworks.srcml.xml_identifiers'}
"the,invocation",DT N,DT N,{'mockito.srcml.xml_identifiers'}
"timeout,task",NM N,NM N,{'elasticsearch.srcml.xml_identifiers'}
"times,to,append,last,matcher",NPL P V NM N,NM NM NM DT N,{'mockito.srcml.xml_identifiers'}
"token,within,action",N P N,NM NM N,{'antlr4.srcml.xml_identifiers'}
"typed,array",NM N,NM N,{'mockito.srcml.xml_identifiers'}
"waiting,list",NM N,NM N,{'jenkins.srcml.xml_identifiers'}
"will,return,last,parameter",V V NM N,NM NM DT N,{'mockito.srcml.xml_identifiers'}
"word,lemma,tag",NM NM N,NM NM N,{'corenlp.srcml.xml_identifiers'}
"wrapped,verification",NM N,NM N,{'mockito.srcml.xml_identifiers'}
"z,probs",NM NPL,NM N,{'corenlp.srcml.xml_identifiers'}
"action,to,index,map",N P NM N,NM NM NM N,{'antlr4.srcml.xml_identifiers'}
"active,copies",NM NPL,NM N,{'elasticsearch.srcml.xml_identifiers'}
"actual,count",NM N,NM N,{'mockito.srcml.xml_identifiers'}
"add,bias,to,embedding",V N P N,NM NM NM N,{'corenlp.srcml.xml_identifiers'}
"address,type,ipv4",NM NM N,NM NM NM N,{'okhttp.srcml.xml_identifiers'}
"all,stubbings",DT NPL,DT N,{'mockito.srcml.xml_identifiers'}
"alt,label,ctxs",NM NM NPL,NM NM N,{'antlr4.srcml.xml_identifiers'}
atom,N,N,{'antlr4.srcml.xml_identifiers'}
"attribute,decls",NM NPL,NM N,{'antlr4.srcml.xml_identifiers'}
"b,is,playing",PRE V V,NM NM N,{'openFrameworks.srcml.xml_identifiers'}
"bean,configs",NM NPL,NM N,{'jenkins.srcml.xml_identifiers'}
befores,NPL,N,{'junit4.srcml.xml_identifiers'}
"buckets,path,field",NM NM N,NM NM N,{'elasticsearch.srcml.xml_identifiers'}
"build,timestamp",NM N,NM N,{'jenkins.srcml.xml_identifiers'}
"bytes,received",NPL NM,NM N,{'okhttp.srcml.xml_identifiers'}
"caching,mock,bytecode,generator",NM NM NM N,NM NM NM N,{'mockito.srcml.xml_identifiers'}
"certificate,chain,cleaner",NM NM N,NM NM N,{'okhttp.srcml.xml_identifiers'}
client,N,N,{'okhttp.srcml.xml_identifiers'}
"client,number",NM N,NM N,{'corenlp.srcml.xml_identifiers'}
codes,NPL,N,{'okhttp.srcml.xml_identifiers'}
"context,length",NM N,NM N,{'junit4.srcml.xml_identifiers'}
"cookie,jar",NM N,NM N,{'okhttp.srcml.xml_identifiers'}
"current,filename",NM N,NM N,{'corenlp.srcml.xml_identifiers'}
"default,answer",NM N,NM N,{'mockito.srcml.xml_identifiers'}
"default,factory",NM N,NM N,{'junit4.srcml.xml_identifiers'}
"default,flags",NM NPL,NM N,{'elasticsearch.srcml.xml_identifiers'}
development,N,N,{'jenkins.srcml.xml_identifiers'}
"dynamic,table,byte,count",NM NM NM N,NM NM NM N,{'okhttp.srcml.xml_identifiers'}
"embedded,version",NM N,NM N,{'jenkins.srcml.xml_identifiers'}
"empty,directory",NM N,NM N,{'elasticsearch.srcml.xml_identifiers'}
"encoded,path,segments",NM NM NPL,NM NM N,{'okhttp.srcml.xml_identifiers'}
"exception,channels",NM NPL,NM N,{'Telegram.srcml.xml_identifiers'}
"extract,events",V NPL,NM N,{'corenlp.srcml.xml_identifiers'}
"f,context,length",PRE NM N,NM NM N,{'junit4.srcml.xml_identifiers'}
"f,matcher",PRE N,NM N,{'junit4.srcml.xml_identifiers'}
"feed,adapter",NM N,NM N,{'jenkins.srcml.xml_identifiers'}
"filtered,children",NM NPL,NM N,{'junit4.srcml.xml_identifiers'}
"fingerprint,dialog",NM N,NM N,{'Telegram.srcml.xml_identifiers'}
"gen,subj",NM N,NM N,{'corenlp.srcml.xml_identifiers'}
"get,source,name",NM NM N,NM NM N,{'elasticsearch.srcml.xml_identifiers'}
"id,lumninance,min",NM NM N,NM NM N,{'Telegram.srcml.xml_identifiers'}
"idle,delay",NM N,NM N,{'jenkins.srcml.xml_identifiers'}
"in,order,wrapped,verification,mode",P N NM NM N,NM NM NM NM N,{'mockito.srcml.xml_identifiers'}
"index,prefix,with,template",NM N P N,NM NM NM N,{'elasticsearch.srcml.xml_identifiers'}
"inet,socket,address",NM NM N,NM NM N,{'okhttp.srcml.xml_identifiers'}
"initialization,error",NM N,NM N,{'mockito.srcml.xml_identifiers'}
"inner,alpha",NM N,NM N,{'Telegram.srcml.xml_identifiers'}
invalid,NM,N,{'antlr4.srcml.xml_identifiers'}
"invalid,host",NM N,NM N,{'okhttp.srcml.xml_identifiers'}
"invalid,state,number",NM NM N,NM NM N,{'antlr4.srcml.xml_identifiers'}
"is,first,capital",V NM N,NM NM N,{'corenlp.srcml.xml_identifiers'}
"is,first,frame",V NM N,NM NM N,{'okhttp.srcml.xml_identifiers'}
"key,password,profiles",NM NM NPL,NM NM N,{'elasticsearch.srcml.xml_identifiers'}
"label,regex",NM N,NM N,{'corenlp.srcml.xml_identifiers'}
"language,to,rules,files",N P NM NPL,NM NM NM N,{'corenlp.srcml.xml_identifiers'}
"latency,arg",NM N,NM N,{'elasticsearch.srcml.xml_identifiers'}
logger,N,N,{'jenkins.srcml.xml_identifiers'}
"m,count,activities",PRE NM NPL,NM NM N,{'openFrameworks.srcml.xml_identifiers'}
"m,fbo,height",PRE NM N,NM NM N,{'opencv.srcml.xml_identifiers'}
"m,is,worker,done",PRE V N NM,NM NM NM N,{'openFrameworks.srcml.xml_identifiers'}
"m,preview,started",PRE N NM,NM NM N,{'opencv.srcml.xml_identifiers'}
"m,resources",PRE NPL,NM N,{'opencv.srcml.xml_identifiers'}
"manifest,file,prefix",NM NM N,NM NM N,{'elasticsearch.srcml.xml_identifiers'}
"matcher,builder",NM N,NM N,{'junit4.srcml.xml_identifiers'}
"min,font,size",NM NM N,NM NM N,{'corenlp.srcml.xml_identifiers'}
"mock,ref",NM N,NM N,{'mockito.srcml.xml_identifiers'}
"module,finder",NM N,NM N,{'jenkins.srcml.xml_identifiers'}
more,DT,DT,{'antlr4.srcml.xml_identifiers'}
"move,rbt,surgeon",NM NM N,NM NM N,{'corenlp.srcml.xml_identifiers'}
"name,container",NM N,NM N,{'Telegram.srcml.xml_identifiers'}
"next,giphy,search,offset",NM NM NM N,DT NM NM N,{'Telegram.srcml.xml_identifiers'}
"num,outs",NM NPL,NM N,{'openFrameworks.srcml.xml_identifiers'}
"on,item,long,click,listener",P NM NM NM N,NM NM NM NM N,{'Telegram.srcml.xml_identifiers'}
"ongoing,call,notification",NM NM N,NM NM N,{'Telegram.srcml.xml_identifiers'}
"op,code,continuation",NM NM N,NM NM N,{'okhttp.srcml.xml_identifiers'}
"original,mocking,details",NM NM NPL,NM NM N,{'mockito.srcml.xml_identifiers'}
"other,data,len,bits",NM NM NM NPL,DT NM NM N,{'Telegram.srcml.xml_identifiers'}
parent,N,N,{'jenkins.srcml.xml_identifiers'}
"parser,errors",NM NPL,NM N,{'junit4.srcml.xml_identifiers'}
"pref,font",NM N,NM N,{'corenlp.srcml.xml_identifiers'}
"prev,property",NM N,NM N,{'antlr4.srcml.xml_identifiers'}
"previous,caption",NM N,NM N,{'Telegram.srcml.xml_identifiers'}
"print,features,up,to",V NPL VM P,NM NM NM N,{'corenlp.srcml.xml_identifiers'}
"raw,arguments",NM NPL,NM N,{'mockito.srcml.xml_identifiers'}
"reference,index,meta,datas",NM NM NM NPL,NM NM NM N,{'elasticsearch.srcml.xml_identifiers'}
"refresh,interval,in,millis",NM N P NPL,NM NM NM N,{'elasticsearch.srcml.xml_identifiers'}
"returned,value",NM N,NM N,{'mockito.srcml.xml_identifiers'}
"returns,self",V N,NM N,{'mockito.srcml.xml_identifiers'}
"rule,options",NM NPL,NM N,{'antlr4.srcml.xml_identifiers'}
"run,dist,cmd,prop",NM NM NM N,NM NM NM N,{'corenlp.srcml.xml_identifiers'}
"runner,override",NM N,NM N,{'junit4.srcml.xml_identifiers'}
"runtime,mx,bean",NM NM N,NM NM N,{'junit4.srcml.xml_identifiers'}
"selected,account",NM N,NM N,{'Telegram.srcml.xml_identifiers'}
"session,factory",NM N,NM N,{'okhttp.srcml.xml_identifiers'}
"skip,vetoes",NM NPL,NM N,{'jenkins.srcml.xml_identifiers'}
"sort,field,data,type",NM NM NM N,NM NM NM N,{'elasticsearch.srcml.xml_identifiers'}
"st,lib",NM N,NM N,{'antlr4.srcml.xml_identifiers'}
"state,to,grammar,region,map",N P NM NM N,NM NM NM NM N,{'antlr4.srcml.xml_identifiers'}
statement,N,N,{'junit4.srcml.xml_identifiers'}
"stubbing,lookup,listeners",NM NM NPL,NM NM N,{'mockito.srcml.xml_identifiers'}
"tcp,slave,agent,listener,lock",NM NM NM NM N,NM NM NM NM N,{'jenkins.srcml.xml_identifiers'}
"total,merge,throttled,time",NM NM NM N,NM NM NM N,{'elasticsearch.srcml.xml_identifiers'}
"type,test,rule",NM NM N,NM NM N,{'junit4.srcml.xml_identifiers'}
"type,window,update",N NM NM,NM NM N,{'okhttp.srcml.xml_identifiers'}
"unknown,username",NM N,NM N,{'jenkins.srcml.xml_identifiers'}
unrestricted,NM,N,{'jenkins.srcml.xml_identifiers'}
"validator,strategies",NM NPL,NM N,{'junit4.srcml.xml_identifiers'}
"verification,strategy",NM N,NM N,{'mockito.srcml.xml_identifiers'}
"weak,ref,lost",NM NM N,NM NM N,{'jenkins.srcml.xml_identifiers'}
"abstract,build,execution",NM NM N,NM NM N,{'jenkins.srcml.xml_identifiers'}
"action,translator",NM N,NM N,{'antlr4.srcml.xml_identifiers'}
"alt,and,context,config,equality,comparator",N CJ NM NM NM N,NM NM NM NM NM N,{'antlr4.srcml.xml_identifiers'}
"android,byte,buddy,mock,maker",NM NM NM NM N,NM NM NM NM N,{'mockito.srcml.xml_identifiers'}
"arabic,segmenter",NM N,NM N,{'corenlp.srcml.xml_identifiers'}
"base,loader,callback",NM NM N,NM NM N,{'opencv.srcml.xml_identifiers'}
"basic,replication,request",NM NM N,NM NM N,{'elasticsearch.srcml.xml_identifiers'}
"binary,rule",NM N,NM N,{'corenlp.srcml.xml_identifiers'}
"bucket,collector",NM N,NM N,{'elasticsearch.srcml.xml_identifiers'}
"build,wrapper",NM N,NM N,{'jenkins.srcml.xml_identifiers'}
"cache,strategy",NM N,NM N,{'okhttp.srcml.xml_identifiers'}
"cached,region,tracker",NM NM N,NM NM N,{'Telegram.srcml.xml_identifiers'}
"category,filter,factory",NM NM N,NM NM N,{'junit4.srcml.xml_identifiers'}
"cbor,x,content",NM NM N,NM NM N,{'elasticsearch.srcml.xml_identifiers'}
"chapter,toc,frame",NM NM N,NM NM N,{'Telegram.srcml.xml_identifiers'}
"chinese,treebank,parser,params",NM NM NM NPL,NM NM NM N,{'corenlp.srcml.xml_identifiers'}
"cipher,suite",NM N,NM N,{'okhttp.srcml.xml_identifiers'}
"class,loaders",NM NPL,NM N,{'mockito.srcml.xml_identifiers'}
"cluster,update,settings,response",NM NM NM N,NM NM NM N,{'elasticsearch.srcml.xml_identifiers'}
"configure,timeouts",NM NPL,NM N,{'okhttp.srcml.xml_identifiers'}
"content,path",NM N,NM N,{'elasticsearch.srcml.xml_identifiers'}
"context,token,list,indexed,getter,decl",NM NM NM NM NM N,NM NM NM NM NM N,{'antlr4.srcml.xml_identifiers'}
"crf,non,linear,log,conditional,objective,function",NM NM NM NM NM NM N,NM NM NM NM NM NM N,{'corenlp.srcml.xml_identifiers'}
"default,injection,engine",NM NM N,NM NM N,{'mockito.srcml.xml_identifiers'}
"default,mocking,details",NM NM NPL,NM NM N,{'mockito.srcml.xml_identifiers'}
"disk,lru,cache",NM NM N,NM NM N,{'okhttp.srcml.xml_identifiers'}
"dot,generator",NM N,NM N,{'antlr4.srcml.xml_identifiers'}
"dvb,subtitle,reader",NM NM N,NM NM N,{'Telegram.srcml.xml_identifiers'}
"env,vars,slave,info,display,name",NM NM NM NM NM N,NM NM NM NM NM N,{'jenkins.srcml.xml_identifiers'}
executor,N,N,{'jenkins.srcml.xml_identifiers'}
"expected,exception",NM N,NM N,{'junit4.srcml.xml_identifiers'}
"file,operator",NM N,NM N,{'okhttp.srcml.xml_identifiers'}
"file,path,filter",NM NM N,NM NM N,{'jenkins.srcml.xml_identifiers'}
"formatted,text",NM N,NM N,{'mockito.srcml.xml_identifiers'}
"generic,type,extractor",NM NM N,NM NM N,{'mockito.srcml.xml_identifiers'}
"get,home,directory",V NM N,NM NM N,{'jenkins.srcml.xml_identifiers'}
"get,total,disk,space",V NM NM N,NM NM NM N,{'jenkins.srcml.xml_identifiers'}
"group,by,context",N P N,NM NM N,{'elasticsearch.srcml.xml_identifiers'}
"h,pack",NM N,NM N,{'okhttp.srcml.xml_identifiers'}
"handshake,mode",NM N,NM N,{'elasticsearch.srcml.xml_identifiers'}
"http1,exchange,codec",NM NM N,NM NM NM N,{'okhttp.srcml.xml_identifiers'}
"icy,decoder",NM N,NM N,{'Telegram.srcml.xml_identifiers'}
"install,uncaught,exception,handler",V NM NM N,NM NM NM N,{'jenkins.srcml.xml_identifiers'}
internal,NM,N,{'okhttp.srcml.xml_identifiers'}
"jflex,dummy,lexer",PRE NM N,NM NM N,{'corenlp.srcml.xml_identifiers'}
"key,status",NM N,NM N,{'Telegram.srcml.xml_identifiers'}
lease,N,N,{'jenkins.srcml.xml_identifiers'}
"left,recursive,rule,function",NM NM NM N,NM NM NM N,{'antlr4.srcml.xml_identifiers'}
"local,ref",NM N,NM N,{'antlr4.srcml.xml_identifiers'}
maps,NPL,N,{'corenlp.srcml.xml_identifiers'}
"max,core",NM N,NM N,{'junit4.srcml.xml_identifiers'}
"media,chunk,iterator",NM NM N,NM NM N,{'Telegram.srcml.xml_identifiers'}
"mention,detection,evaluator",NM NM N,NM NM N,{'corenlp.srcml.xml_identifiers'}
"minimum,supported,version",NM NM N,NM NM N,{'jenkins.srcml.xml_identifiers'}
"mock,creation,validator",NM NM N,NM NM N,{'mockito.srcml.xml_identifiers'}
"mockito,assertion,error",PRE NM N,NM NM N,{'mockito.srcml.xml_identifiers'}
"module,handler",NM N,NM N,{'mockito.srcml.xml_identifiers'}
"mp4,extractor",NM N,NM NM N,{'Telegram.srcml.xml_identifiers'}
"mp4,input",NM N,NM NM N,{'Telegram.srcml.xml_identifiers'}
"mpeg,audio,reader",NM NM N,NM NM N,{'Telegram.srcml.xml_identifiers'}
"multiple,failure,exception",NM NM N,NM NM N,{'junit4.srcml.xml_identifiers'}
multipolygon,N,N,{'elasticsearch.srcml.xml_identifiers'}
"oauth,session",NM N,NM NM N,{'okhttp.srcml.xml_identifiers'}
"oauth,session,factory",NM NM N,NM NM NM N,{'okhttp.srcml.xml_identifiers'}
"of,android,life,cycle,helper",PRE NM NM NM N,NM NM NM NM N,{'openFrameworks.srcml.xml_identifiers'}
"of,android,object",PRE NM N,NM NM N,{'openFrameworks.srcml.xml_identifiers'}
"of,android,sound,player",PRE NM NM N,NM NM NM N,{'openFrameworks.srcml.xml_identifiers'}
"of,android,window",PRE NM N,NM NM N,{'openFrameworks.srcml.xml_identifiers'}
"of,orientation,listener",PRE NM N,NM NM N,{'openFrameworks.srcml.xml_identifiers'}
"parallel,computer",NM N,NM N,{'junit4.srcml.xml_identifiers'}
"parameter,signature",NM N,NM N,{'junit4.srcml.xml_identifiers'}
"patterns,annotations",NM NPL,NM N,{'corenlp.srcml.xml_identifiers'}
"post,file",NM N,NM N,{'okhttp.srcml.xml_identifiers'}
"post,script,document",NM NM N,NM NM N,{'antlr4.srcml.xml_identifiers'}
"print,events",NM NPL,NM N,{'okhttp.srcml.xml_identifiers'}
"publish,response",NM N,NM N,{'elasticsearch.srcml.xml_identifiers'}
"remoting,diagnostics",NM NPL,NM N,{'jenkins.srcml.xml_identifiers'}
"resolved,failed,exception",NM NM N,NM NM N,{'jenkins.srcml.xml_identifiers'}
"response,handlers",NM NPL,NM N,{'elasticsearch.srcml.xml_identifiers'}
"returns,empty,values",V NM NPL,NM NM N,{'mockito.srcml.xml_identifiers'}
"rule,member,validator",NM NM N,NM NM N,{'junit4.srcml.xml_identifiers'}
"rule,property,ref,ctx",NM NM NM N,NM NM NM N,{'antlr4.srcml.xml_identifiers'}
"rule,property,ref,start",NM NM NM N,NM NM NM N,{'antlr4.srcml.xml_identifiers'}
"run,after,params",V NM NPL,NM NM N,{'junit4.srcml.xml_identifiers'}
"run,before,params",V NM NPL,NM NM N,{'junit4.srcml.xml_identifiers'}
"runner,scheduler",NM N,NM N,{'junit4.srcml.xml_identifiers'}
"scroll,id,for,node",NM N P N,NM NM NM N,{'elasticsearch.srcml.xml_identifiers'}
"segmenter,core,annotations",NM NM NPL,NM NM N,{'corenlp.srcml.xml_identifiers'}
"sei,reader",NM N,NM N,{'Telegram.srcml.xml_identifiers'}
"serialized,form",NM N,NM N,{'junit4.srcml.xml_identifiers'}
"shift,reduce,train,options",NM NM NM NPL,NM NM NM N,{'corenlp.srcml.xml_identifiers'}
"single,period,timeline",NM NM N,NM NM N,{'Telegram.srcml.xml_identifiers'}
sinh,N,N,{'elasticsearch.srcml.xml_identifiers'}
"slack,client",NM N,NM N,{'okhttp.srcml.xml_identifiers'}
store,N,N,{'elasticsearch.srcml.xml_identifiers'}
"strictness,selector",NM N,NM N,{'mockito.srcml.xml_identifiers'}
"stubbing,comparator",NM N,NM N,{'mockito.srcml.xml_identifiers'}
"su,time",NM N,NM N,{'corenlp.srcml.xml_identifiers'}
"suite,method",NM N,NM N,{'junit4.srcml.xml_identifiers'}
"suite,method,builder",NM NM N,NM NM N,{'junit4.srcml.xml_identifiers'}
"task,impl",NM N,NM N,{'jenkins.srcml.xml_identifiers'}
"temporary,folder",NM N,NM N,{'junit4.srcml.xml_identifiers'}
"text,paint,view",NM NM N,NM NM N,{'Telegram.srcml.xml_identifiers'}
"time,signal,command",NM NM N,NM NM N,{'Telegram.srcml.xml_identifiers'}
"token,property,ref",NM NM N,NM NM N,{'antlr4.srcml.xml_identifiers'}
"token,property,ref,channel",NM NM NM N,NM NM NM N,{'antlr4.srcml.xml_identifiers'}
"token,type,decl",NM NM N,NM NM N,{'antlr4.srcml.xml_identifiers'}
"top,ngram,record",NM NM N,NM NM NM N,{'corenlp.srcml.xml_identifiers'}
"transport,shard,refresh,action",NM NM NM N,NM NM NM N,{'elasticsearch.srcml.xml_identifiers'}
"tree,post,script,generator",NM NM NM N,NM NM NM N,{'antlr4.srcml.xml_identifiers'}
"tsurgeon,parse,exception",NM NM N,NM NM N,{'corenlp.srcml.xml_identifiers'}
"value,label",NM N,NM N,{'corenlp.srcml.xml_identifiers'}
"verification,mode,factory",NM NM N,NM NM N,{'mockito.srcml.xml_identifiers'}
"web,socket,listener",NM NM N,NM NM N,{'okhttp.srcml.xml_identifiers'}
"workspace,file,mask",NM NM N,NM NM N,{'jenkins.srcml.xml_identifiers'}
